Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Class
A11,(21.0:36.0],A31,A42,(1227.0:3554.0],A63,A73,(:4.0],A93,A101,4,A121,(:26.0],A142,A152,(:1.5],A173,1,A192,A201,Good
A12,(:12.0],A32,A49,(:1186.5],A62,A74,(:4.0],A92,A101,4,A121,(:26.0],A143,A151,(:1.5],A172,1,A191,A201,Good
A12,(:12.0],A32,A43,(1227.0:3554.0],A61,A72,(:4.0],A92,A103,1,A121,(34.5:52.0],A143,A152,(:1.5],A173,1,A191,A201,Good
A11,(:12.0],A32,A42,(:1186.5],A61,A73,(:4.0],A93,A103,3,A122,(34.5:52.0],A143,A152,(:1.5],A172,2,A191,A201,Good
A14,(:12.0],A32,A43,(:1186.5],A65,A73,(:4.0],A92,A101,2,A123,(:26.0],A143,A152,(:1.5],A173,1,A191,A201,Good
A11,(15.5:21.0],A34,A40,(:1186.5],A61,A75,(:4.0],A93,A101,4,A121,(61.5:),A143,A152,(1.5:),A173,1,A191,A201,Good
A12,(21.0:36.0],A34,A40,(3554.0:3913.5],A62,A72,(:4.0],A91,A101,2,A123,(34.5:52.0],A143,A152,(:1.5],A173,1,A192,A201,Good
A14,(:12.0],A34,A43,(:1186.5],A65,A75,(:4.0],A93,A101,4,A124,(34.5:52.0],A143,A153,(1.5:),A173,1,A191,A201,Good
A14,(43.5:),A33,A43,(10918.0:),A61,A74,(:4.0],A93,A101,4,A123,(:26.0],A143,A152,(1.5:),A173,1,A192,A201,Good
A14,(15.5:21.0],A32,A42,(1227.0:3554.0],A61,A75,(:4.0],A93,A101,2,A121,(34.5:52.0],A143,A152,(1.5:),A173,1,A191,A201,Good
A12,(15.5:21.0],A32,A49,(1227.0:3554.0],A64,A72,(:4.0],A94,A101,3,A121,(34.5:52.0],A141,A152,(:1.5],A173,1,A192,A201,Good
A11,(12.0:15.5],A34,A42,(1227.0:3554.0],A61,A75,(:4.0],A93,A101,4,A123,(34.5:52.0],A143,A152,(1.5:),A173,2,A192,A201,Good
A14,(:12.0],A34,A40,(1227.0:3554.0],A61,A75,(:4.0],A93,A101,4,A121,(52.0:61.5],A143,A152,(1.5:),A172,1,A191,A201,Good
A11,(:12.0],A34,A45,(1227.0:3554.0],A62,A75,(:4.0],A93,A103,4,A121,(34.5:52.0],A143,A152,(1.5:),A173,2,A191,A202,Good
A14,(:12.0],A32,A43,(1227.0:3554.0],A62,A73,(:4.0],A92,A102,2,A121,(26.0:28.0],A143,A152,(:1.5],A173,1,A191,A201,Good
A14,(15.5:21.0],A32,A43,(1227.0:3554.0],A61,A72,(:4.0],A94,A101,4,A121,(34.5:52.0],A143,A152,(:1.5],A173,1,A192,A201,Good
A13,(21.0:36.0],A32,A42,(1227.0:3554.0],A61,A75,(:4.0],A91,A101,4,A124,(34.5:52.0],A143,A153,(:1.5],A173,1,A191,A201,Good
A14,(:12.0],A34,A43,(1227.0:3554.0],A65,A73,(:4.0],A93,A101,2,A121,(28.0:34.5],A143,A152,(1.5:),A172,2,A191,A201,Good
A14,(21.0:36.0],A32,A42,(1227.0:3554.0],A63,A75,(:4.0],A93,A101,4,A122,(52.0:61.5],A143,A152,(:1.5],A173,1,A191,A201,Good
A11,(:12.0],A32,A41,(1227.0:3554.0],A63,A71,(:4.0],A92,A101,2,A122,(:26.0],A143,A151,(:1.5],A171,1,A192,A201,Good
A11,(:12.0],A34,A40,(3913.5:5297.5],A61,A73,(:4.0],A93,A101,2,A121,(34.5:52.0],A143,A152,(1.5:),A172,2,A191,A201,Good
A14,(21.0:36.0],A33,A49,(1227.0:3554.0],A61,A73,(:4.0],A92,A101,2,A123,(:26.0],A143,A152,(1.5:),A173,1,A192,A201,Good
A14,(21.0:36.0],A34,A41,(6193.0:10918.0],A61,A74,(:4.0],A93,A101,2,A123,(34.5:52.0],A143,A152,(1.5:),A174,1,A192,A201,Good
A11,(:12.0],A32,A43,(:1186.5],A61,A73,(:4.0],A94,A101,2,A121,(34.5:52.0],A143,A152,(:1.5],A172,1,A191,A201,Good
A11,(15.5:21.0],A32,A43,(1227.0:3554.0],A61,A72,(:4.0],A92,A101,1,A123,(26.0:28.0],A142,A152,(:1.5],A173,1,A191,A201,Good
A14,(15.5:21.0],A34,A41,(1227.0:3554.0],A61,A75,(:4.0],A93,A101,4,A123,(34.5:52.0],A143,A152,(:1.5],A174,1,A192,A201,Good
A12,(15.5:21.0],A30,A41,(5297.5:6193.0],A62,A75,(:4.0],A94,A101,4,A123,(28.0:34.5],A141,A152,(1.5:),A173,1,A192,A201,Good
A14,(43.5:),A32,A43,(6193.0:10918.0],A62,A74,(:4.0],A92,A101,4,A121,(:26.0],A143,A152,(:1.5],A173,1,A192,A201,Good
A14,(:12.0],A32,A42,(1227.0:3554.0],A64,A73,(:4.0],A91,A101,2,A121,(28.0:34.5],A143,A152,(:1.5],A173,1,A191,A201,Good
A12,(:12.0],A33,A42,(:1186.5],A61,A71,(:4.0],A93,A101,1,A122,(34.5:52.0],A142,A152,(1.5:),A174,1,A192,A201,Good
A12,(:12.0],A32,A40,(5297.5:6193.0],A61,A74,(:4.0],A93,A101,2,A123,(28.0:34.5],A143,A152,(:1.5],A173,1,A191,A201,Good
A11,(21.0:36.0],A31,A40,(1227.0:3554.0],A62,A74,(:4.0],A93,A101,3,A123,(28.0:34.5],A141,A152,(:1.5],A173,1,A191,A201,Good
A14,(12.0:15.5],A34,A43,(1227.0:3554.0],A63,A73,(:4.0],A94,A101,2,A122,(34.5:52.0],A143,A152,(1.5:),A172,1,A191,A201,Good
A11,(15.5:21.0],A32,A42,(3554.0:3913.5],A61,A74,(:4.0],A92,A101,4,A123,(:26.0],A143,A151,(:1.5],A172,1,A191,A201,Good
A14,(12.0:15.5],A34,A43,(1227.0:3554.0],A61,A73,(:4.0],A92,A101,2,A123,(34.5:52.0],A143,A152,(:1.5],A172,1,A191,A201,Good
A12,(21.0:36.0],A34,A40,(1227.0:3554.0],A65,A75,(:4.0],A93,A101,4,A121,(34.5:52.0],A143,A152,(1.5:),A173,1,A191,A201,Good
A12,(12.0:15.5],A32,A45,(1227.0:3554.0],A62,A73,(:4.0],A93,A103,2,A121,(:26.0],A143,A152,(:1.5],A173,1,A191,A201,Good
A12,(21.0:36.0],A32,A41,(10918.0:),A61,A73,(:4.0],A92,A101,4,A123,(:26.0],A143,A151,(1.5:),A174,1,A191,A201,Bad
A11,(:12.0],A31,A46,(1186.5:1227.0],A61,A75,(:4.0],A92,A101,4,A124,(34.5:52.0],A143,A153,(:1.5],A173,1,A191,A201,Bad
A12,(21.0:36.0],A34,A40,(1227.0:3554.0],A61,A72,(:4.0],A91,A101,4,A123,(26.0:28.0],A143,A152,(1.5:),A173,1,A191,A201,Bad
A11,(15.5:21.0],A32,A43,(1227.0:3554.0],A61,A73,(:4.0],A92,A101,2,A121,(:26.0],A143,A152,(1.5:),A173,1,A192,A201,Bad
A11,(43.5:),A32,A41,(6193.0:10918.0],A61,A74,(:4.0],A93,A101,4,A124,(34.5:52.0],A142,A153,(1.5:),A173,2,A192,A201,Bad
A11,(15.5:21.0],A32,A43,(1227.0:3554.0],A61,A73,(:4.0],A93,A101,4,A124,(61.5:),A143,A153,(1.5:),A173,1,A191,A201,Bad
A11,(15.5:21.0],A34,A42,(1227.0:3554.0],A61,A73,(:4.0],A92,A101,4,A121,(:26.0],A143,A151,(1.5:),A173,1,A191,A201,Bad
A11,(15.5:21.0],A31,A40,(1227.0:3554.0],A65,A73,(:4.0],A93,A101,2,A122,(34.5:52.0],A143,A152,(1.5:),A172,2,A191,A201,Bad
A11,(21.0:36.0],A32,A46,(1227.0:3554.0],A65,A75,(:4.0],A93,A101,4,A124,(34.5:52.0],A143,A152,(:1.5],A174,1,A192,A201,Bad
A11,(15.5:21.0],A32,A40,(:1186.5],A61,A72,(:4.0],A92,A101,2,A123,(:26.0],A143,A152,(:1.5],A172,1,A191,A201,Bad
A11,(15.5:21.0],A31,A40,(1227.0:3554.0],A61,A74,(:4.0],A93,A101,4,A124,(28.0:34.5],A143,A153,(1.5:),A172,2,A191,A201,Bad
A11,(43.5:),A31,A49,(6193.0:10918.0],A61,A74,(:4.0],A92,A103,4,A123,(34.5:52.0],A143,A151,(:1.5],A173,1,A191,A201,Bad
A11,(21.0:36.0],A31,A42,(1227.0:3554.0],A61,A74,(:4.0],A93,A101,4,A123,(26.0:28.0],A141,A152,(:1.5],A173,1,A191,A201,Bad
A14,(:12.0],A32,A40,(1227.0:3554.0],A63,A73,(:4.0],A92,A101,2,A122,(:26.0],A143,A152,(:1.5],A173,1,A191,A201,Bad
A11,(21.0:36.0],A32,A40,(1227.0:3554.0],A65,A73,(:4.0],A92,A101,2,A122,(34.5:52.0],A143,A152,(:1.5],A173,1,A191,A201,Bad
A12,(43.5:),A32,A43,(10918.0:),A64,A74,(:4.0],A93,A102,2,A124,(26.0:28.0],A141,A152,(1.5:),A173,1,A192,A201,Bad
A11,(15.5:21.0],A32,A41,(6193.0:10918.0],A65,A75,(:4.0],A93,A101,4,A122,(34.5:52.0],A143,A153,(:1.5],A173,2,A192,A201,Bad
A11,(43.5:),A33,A49,(6193.0:10918.0],A61,A75,(:4.0],A93,A101,4,A124,(61.5:),A143,A152,(1.5:),A173,1,A192,A201,Bad
A11,(21.0:36.0],A32,A43,(1227.0:3554.0],A61,A72,(:4.0],A91,A101,3,A122,(28.0:34.5],A143,A152,(:1.5],A173,1,A191,A201,Bad
A14,(43.5:),A34,A40,(6193.0:10918.0],A63,A73,(:4.0],A93,A101,2,A124,(34.5:52.0],A141,A153,(:1.5],A173,1,A191,A201,Bad
A14,(43.5:),A32,A49,(3913.5:5297.5],A65,A73,(:4.0],A91,A101,2,A121,(34.5:52.0],A141,A152,(:1.5],A173,1,A191,A201,Bad
A12,(21.0:36.0],A32,A410,(10918.0:),A61,A73,(:4.0],A93,A102,3,A123,(28.0:34.5],A141,A152,(1.5:),A174,1,A192,A201,Bad
A12,(:12.0],A32,A42,(1227.0:3554.0],A65,A75,(:4.0],A92,A101,2,A122,(:26.0],A141,A152,(:1.5],A173,1,A192,A201,Bad
A14,(15.5:21.0],A30,A40,(3913.5:5297.5],A65,A73,(:4.0],A92,A101,4,A122,(28.0:34.5],A141,A152,(1.5:),A173,1,A192,A201,Bad
A12,(12.0:15.5],A33,A45,(1227.0:3554.0],A64,A73,(:4.0],A94,A101,3,A122,(52.0:61.5],A142,A152,(1.5:),A173,1,A191,A201,Bad
A11,(21.0:36.0],A32,A42,(1227.0:3554.0],A62,A71,(:4.0],A91,A101,1,A122,(28.0:34.5],A143,A152,(:1.5],A173,1,A191,A201,Bad
A11,(21.0:36.0],A34,A46,(6193.0:10918.0],A61,A73,(:4.0],A92,A101,2,A124,(:26.0],A143,A152,(1.5:),A174,1,A192,A201,Bad
A12,(:12.0],A32,A40,(1227.0:3554.0],A61,A72,(:4.0],A92,A101,1,A123,(:26.0],A143,A151,(:1.5],A173,1,A191,A201,Bad
A11,(21.0:36.0],A32,A40,(1227.0:3554.0],A61,A72,(:4.0],A92,A101,1,A122,(26.0:28.0],A143,A152,(:1.5],A173,1,A191,A201,Bad
A11,(21.0:36.0],A31,A49,(1227.0:3554.0],A61,A73,(:4.0],A93,A101,2,A122,(28.0:34.5],A143,A151,(:1.5],A173,1,A192,A201,Bad
A11,(:12.0],A34,A40,(1227.0:3554.0],A61,A73,(:4.0],A93,A101,2,A122,(28.0:34.5],A143,A152,(1.5:),A173,1,A191,A201,Good
A14,(:12.0],A30,A40,(1186.5:1227.0],A62,A73,(:4.0],A93,A101,1,A124,(34.5:52.0],A141,A151,(:1.5],A173,1,A191,A202,Good
A12,(:12.0],A34,A40,(1227.0:3554.0],A62,A72,(:4.0],A93,A101,1,A123,(26.0:28.0],A143,A152,(:1.5],A173,1,A191,A201,Good
A14,(:12.0],A32,A48,(1227.0:3554.0],A65,A71,(:4.0],A93,A101,4,A122,(34.5:52.0],A143,A152,(:1.5],A174,2,A192,A201,Good
A12,(36.0:43.5],A31,A41,(6193.0:10918.0],A61,A71,(:4.0],A93,A101,2,A124,(52.0:61.5],A141,A153,(:1.5],A174,1,A192,A201,Good
A14,(:12.0],A31,A43,(1227.0:3554.0],A63,A75,(:4.0],A93,A101,4,A122,(34.5:52.0],A141,A152,(:1.5],A172,2,A191,A201,Good
A14,(:12.0],A33,A41,(1227.0:3554.0],A61,A73,(:4.0],A94,A101,4,A121,(34.5:52.0],A143,A151,(:1.5],A173,1,A191,A201,Good
A14,(12.0:15.5],A33,A43,(1227.0:3554.0],A61,A73,(:4.0],A94,A101,3,A121,(28.0:34.5],A141,A152,(1.5:),A173,1,A191,A201,Good
A11,(:12.0],A34,A43,(:1186.5],A61,A74,(:4.0],A92,A101,3,A121,(52.0:61.5],A143,A152,(1.5:),A172,1,A192,A201,Good
A14,(12.0:15.5],A33,A41,(3554.0:3913.5],A61,A72,(:4.0],A92,A101,2,A122,(34.5:52.0],A143,A152,(1.5:),A172,1,A191,A201,Good
A14,(:12.0],A34,A43,(:1186.5],A61,A75,(:4.0],A93,A101,4,A121,(52.0:61.5],A143,A152,(:1.5],A173,1,A191,A201,Good
A14,(12.0:15.5],A34,A43,(1227.0:3554.0],A61,A73,(:4.0],A93,A101,4,A124,(34.5:52.0],A143,A153,(1.5:),A173,1,A192,A201,Good
A14,(21.0:36.0],A32,A40,(1227.0:3554.0],A62,A72,(:4.0],A94,A101,3,A121,(28.0:34.5],A143,A152,(:1.5],A173,1,A192,A201,Good
A12,(:12.0],A32,A43,(:1186.5],A61,A75,(:4.0],A93,A101,4,A123,(26.0:28.0],A143,A152,(1.5:),A172,1,A191,A201,Good
A12,(:12.0],A32,A43,(1227.0:3554.0],A61,A73,(:4.0],A93,A103,2,A121,(28.0:34.5],A143,A152,(:1.5],A173,1,A191,A202,Good
A14,(21.0:36.0],A34,A41,(3913.5:5297.5],A65,A74,(:4.0],A93,A101,4,A122,(34.5:52.0],A143,A152,(1.5:),A173,1,A192,A201,Good
A12,(21.0:36.0],A32,A41,(6193.0:10918.0],A61,A73,(:4.0],A93,A101,2,A123,(34.5:52.0],A143,A151,(:1.5],A174,1,A192,A201,Good
A12,(43.5:),A30,A49,(10918.0:),A65,A73,(:4.0],A93,A101,2,A123,(34.5:52.0],A141,A152,(:1.5],A174,1,A192,A201,Good
A14,(15.5:21.0],A34,A42,(3554.0:3913.5],A61,A72,(:4.0],A91,A101,2,A123,(34.5:52.0],A143,A152,(1.5:),A174,1,A192,A201,Good
A12,(43.5:),A33,A43,(6193.0:10918.0],A65,A73,(:4.0],A93,A101,2,A124,(26.0:28.0],A143,A153,(:1.5],A174,1,A191,A201,Good
A14,(:12.0],A34,A46,(1227.0:3554.0],A61,A74,(:4.0],A93,A101,3,A121,(34.5:52.0],A143,A152,(:1.5],A172,2,A191,A201,Good
A14,(:12.0],A34,A43,(1227.0:3554.0],A61,A75,(:4.0],A93,A101,2,A124,(:26.0],A143,A152,(1.5:),A173,1,A191,A201,Good
A12,(21.0:36.0],A32,A43,(1227.0:3554.0],A61,A74,(:4.0],A93,A101,4,A123,(:26.0],A143,A151,(:1.5],A173,1,A191,A201,Good
A12,(21.0:36.0],A32,A49,(1227.0:3554.0],A61,A72,(:4.0],A92,A101,1,A122,(28.0:34.5],A143,A152,(:1.5],A173,2,A192,A201,Good
A14,(:12.0],A30,A42,(1227.0:3554.0],A61,A75,(:4.0],A93,A101,4,A122,(28.0:34.5],A143,A152,(1.5:),A173,1,A191,A201,Good
A12,(15.5:21.0],A34,A49,(3554.0:3913.5],A61,A74,(:4.0],A93,A101,3,A122,(26.0:28.0],A143,A152,(1.5:),A173,1,A191,A201,Good
A12,(:12.0],A32,A49,(:1186.5],A61,A72,(:4.0],A94,A101,2,A121,(:26.0],A143,A152,(:1.5],A173,1,A192,A201,Good
A11,(21.0:36.0],A32,A41,(1227.0:3554.0],A65,A75,(:4.0],A93,A101,4,A124,(34.5:52.0],A141,A153,(:1.5],A173,2,A192,A201,Good
A11,(12.0:15.5],A32,A40,(1227.0:3554.0],A61,A73,(:4.0],A92,A101,4,A123,(26.0:28.0],A143,A151,(:1.5],A173,1,A191,A201,Good
A12,(:12.0],A34,A42,(3554.0:3913.5],A61,A75,(:4.0],A93,A101,4,A123,(26.0:28.0],A143,A151,(1.5:),A173,1,A192,A201,Good
A13,(15.5:21.0],A32,A40,(1227.0:3554.0],A61,A75,(:4.0],A92,A101,2,A123,(:26.0],A143,A152,(:1.5],A174,1,A191,A201,Good
A11,(21.0:36.0],A32,A41,(3554.0:3913.5],A61,A73,(:4.0],A91,A101,4,A122,(34.5:52.0],A143,A152,(:1.5],A174,1,A192,A201,Good
A14,(:12.0],A34,A43,(:1186.5],A61,A75,(:4.0],A93,A101,4,A121,(34.5:52.0],A143,A152,(1.5:),A173,1,A191,A201,Good
A12,(21.0:36.0],A33,A43,(1227.0:3554.0],A62,A74,(:4.0],A92,A101,2,A122,(:26.0],A143,A151,(1.5:),A173,1,A192,A201,Good
A14,(21.0:36.0],A32,A43,(1227.0:3554.0],A61,A74,(:4.0],A93,A101,1,A123,(28.0:34.5],A141,A152,(:1.5],A173,2,A191,A201,Good
A11,(:12.0],A32,A40,(1186.5:1227.0],A62,A75,(:4.0],A93,A101,2,A122,(34.5:52.0],A143,A152,(:1.5],A173,1,A192,A201,Good
A11,(12.0:15.5],A34,A42,(:1186.5],A61,A73,(:4.0],A91,A101,3,A122,(:26.0],A143,A152,(1.5:),A173,1,A191,A201,Good
A11,(:12.0],A34,A41,(1227.0:3554.0],A61,A75,(:4.0],A93,A101,3,A121,(52.0:61.5],A143,A152,(:1.5],A173,1,A191,A201,Good
A14,(21.0:36.0],A34,A40,(1227.0:3554.0],A64,A75,(:4.0],A93,A101,4,A121,(52.0:61.5],A143,A152,(:1.5],A173,1,A192,A201,Good
A14,(21.0:36.0],A34,A40,(1227.0:3554.0],A64,A75,(:4.0],A92,A101,4,A121,(34.5:52.0],A143,A152,(1.5:),A173,1,A192,A201,Good
A11,(:12.0],A32,A42,(:1186.5],A61,A75,(:4.0],A92,A101,1,A122,(34.5:52.0],A141,A152,(:1.5],A173,1,A192,A201,Good
A14,(15.5:21.0],A34,A43,(:1186.5],A64,A73,(:4.0],A93,A101,3,A121,(34.5:52.0],A143,A152,(1.5:),A173,1,A191,A201,Good
A14,(21.0:36.0],A32,A43,(1227.0:3554.0],A61,A72,(:4.0],A92,A101,3,A123,(34.5:52.0],A142,A152,(:1.5],A173,1,A192,A201,Good
A14,(21.0:36.0],A32,A43,(1227.0:3554.0],A63,A75,(:4.0],A91,A101,2,A123,(:26.0],A143,A152,(:1.5],A174,1,A192,A201,Good
A13,(36.0:43.5],A30,A49,(6193.0:10918.0],A61,A72,(:4.0],A91,A101,1,A122,(28.0:34.5],A143,A152,(1.5:),A173,1,A191,A201,Good
A14,(21.0:36.0],A34,A42,(1227.0:3554.0],A61,A74,(:4.0],A93,A101,2,A122,(28.0:34.5],A143,A152,(1.5:),A172,1,A191,A201,Good
A12,(:12.0],A32,A43,(1227.0:3554.0],A61,A74,(:4.0],A92,A101,1,A121,(26.0:28.0],A143,A152,(:1.5],A173,1,A191,A201,Good
A12,(15.5:21.0],A33,A40,(1227.0:3554.0],A65,A75,(:4.0],A93,A101,4,A123,(34.5:52.0],A143,A152,(:1.5],A173,2,A191,A201,Good
A14,(15.5:21.0],A32,A41,(1227.0:3554.0],A65,A73,(:4.0],A93,A101,1,A122,(28.0:34.5],A143,A152,(:1.5],A173,1,A192,A201,Good
A14,(21.0:36.0],A33,A40,(6193.0:10918.0],A61,A75,(:4.0],A93,A101,2,A123,(34.5:52.0],A143,A152,(1.5:),A173,2,A192,A201,Good
A14,(:12.0],A32,A40,(3554.0:3913.5],A62,A73,(:4.0],A93,A103,2,A121,(:26.0],A143,A151,(:1.5],A173,2,A191,A202,Good
A12,(43.5:),A33,A49,(6193.0:10918.0],A65,A73,(:4.0],A93,A101,4,A124,(34.5:52.0],A143,A153,(:1.5],A173,2,A192,A201,Good
A14,(:12.0],A34,A43,(1227.0:3554.0],A61,A74,(:4.0],A93,A101,1,A121,(34.5:52.0],A143,A152,(1.5:),A172,2,A191,A201,Good
A12,(21.0:36.0],A33,A40,(1227.0:3554.0],A62,A75,(:4.0],A93,A101,3,A124,(28.0:34.5],A143,A153,(:1.5],A173,1,A191,A201,Good
A14,(:12.0],A32,A46,(1227.0:3554.0],A61,A75,(:4.0],A93,A101,4,A122,(34.5:52.0],A141,A152,(1.5:),A173,2,A192,A201,Good
A14,(12.0:15.5],A32,A43,(1227.0:3554.0],A65,A75,(:4.0],A93,A101,2,A123,(34.5:52.0],A143,A152,(:1.5],A173,1,A191,A201,Good
A13,(:12.0],A34,A40,(1227.0:3554.0],A61,A73,(:4.0],A93,A101,1,A121,(61.5:),A143,A152,(1.5:),A171,2,A191,A202,Good
A14,(12.0:15.5],A34,A40,(3913.5:5297.5],A65,A75,(:4.0],A92,A101,4,A123,(52.0:61.5],A143,A152,(:1.5],A173,1,A192,A201,Good
A12,(:12.0],A32,A43,(:1186.5],A61,A73,(:4.0],A92,A103,3,A121,(61.5:),A143,A152,(:1.5],A173,1,A191,A201,Good
A14,(:12.0],A34,A42,(1227.0:3554.0],A61,A72,(:4.0],A92,A101,4,A122,(:26.0],A143,A151,(1.5:),A172,1,A191,A201,Good
A14,(12.0:15.5],A34,A42,(1227.0:3554.0],A65,A75,(:4.0],A93,A101,4,A122,(61.5:),A143,A152,(:1.5],A173,1,A191,A201,Good
A14,(21.0:36.0],A33,A41,(6193.0:10918.0],A64,A73,(:4.0],A93,A101,2,A123,(26.0:28.0],A143,A152,(1.5:),A173,1,A191,A201,Good
A14,(12.0:15.5],A32,A40,(3554.0:3913.5],A65,A73,(:4.0],A93,A101,2,A124,(28.0:34.5],A143,A152,(:1.5],A173,1,A191,A201,Good
A12,(12.0:15.5],A34,A49,(1227.0:3554.0],A63,A73,(:4.0],A93,A101,4,A123,(26.0:28.0],A141,A152,(:1.5],A173,1,A191,A201,Good
A14,(21.0:36.0],A34,A41,(10918.0:),A65,A73,(:4.0],A93,A101,2,A123,(28.0:34.5],A143,A152,(:1.5],A174,1,A192,A201,Good
A14,(43.5:),A30,A41,(6193.0:10918.0],A65,A73,(:4.0],A93,A101,2,A122,(34.5:52.0],A143,A152,(:1.5],A172,2,A191,A201,Good
A14,(21.0:36.0],A33,A49,(1227.0:3554.0],A65,A73,(:4.0],A93,A101,4,A121,(28.0:34.5],A143,A152,(1.5:),A173,2,A192,A201,Good
A14,(15.5:21.0],A34,A43,(5297.5:6193.0],A61,A75,(:4.0],A93,A101,4,A123,(28.0:34.5],A143,A152,(1.5:),A173,1,A192,A201,Good
A12,(:12.0],A32,A43,(1227.0:3554.0],A61,A72,(:4.0],A94,A101,3,A123,(28.0:34.5],A143,A151,(:1.5],A174,1,A192,A201,Good
A12,(:12.0],A32,A42,(1227.0:3554.0],A64,A72,(:4.0],A92,A101,1,A121,(:26.0],A143,A152,(:1.5],A173,1,A191,A201,Good
A12,(21.0:36.0],A32,A41,(10918.0:),A61,A75,(:4.0],A92,A101,2,A124,(34.5:52.0],A143,A153,(:1.5],A174,1,A192,A201,Bad
A12,(:12.0],A32,A40,(:1186.5],A61,A74,(:4.0],A94,A101,3,A123,(:26.0],A141,A152,(:1.5],A172,1,A191,A201,Bad
A12,(:12.0],A31,A46,(:1186.5],A64,A72,(:4.0],A92,A101,2,A122,(:26.0],A141,A151,(:1.5],A173,2,A191,A201,Bad
A12,(:12.0],A32,A45,(:1186.5],A61,A73,(:4.0],A93,A101,2,A123,(28.0:34.5],A143,A152,(:1.5],A173,1,A191,A201,Bad
A11,(36.0:43.5],A34,A46,(5297.5:6193.0],A61,A73,(:4.0],A93,A101,3,A124,(26.0:28.0],A141,A152,(:1.5],A173,1,A192,A201,Bad
A11,(21.0:36.0],A31,A42,(1227.0:3554.0],A61,A75,(:4.0],A93,A101,4,A123,(28.0:34.5],A141,A152,(:1.5],A173,1,A191,A201,Bad
A11,(:12.0],A34,A40,(1227.0:3554.0],A61,A73,(:4.0],A92,A102,2,A121,(28.0:34.5],A143,A152,(1.5:),A173,1,A191,A201,Bad
A11,(:12.0],A32,A42,(1227.0:3554.0],A61,A73,(:4.0],A92,A101,4,A123,(:26.0],A143,A151,(:1.5],A173,1,A191,A201,Bad
A11,(21.0:36.0],A32,A42,(1227.0:3554.0],A61,A72,(:4.0],A92,A101,4,A121,(:26.0],A143,A151,(:1.5],A172,1,A192,A201,Bad
A12,(:12.0],A34,A46,(:1186.5],A64,A75,(:4.0],A93,A101,3,A124,(28.0:34.5],A143,A153,(1.5:),A173,2,A191,A201,Bad
A11,(:12.0],A32,A40,(:1186.5],A65,A73,(:4.0],A94,A101,2,A123,(:26.0],A143,A152,(:1.5],A173,1,A191,A201,Bad
A11,(21.0:36.0],A33,A43,(:1186.5],A61,A72,(:4.0],A94,A101,4,A121,(34.5:52.0],A142,A152,(:1.5],A173,1,A191,A201,Bad
A12,(15.5:21.0],A32,A49,(1227.0:3554.0],A62,A75,(:4.0],A91,A101,2,A123,(52.0:61.5],A141,A151,(1.5:),A172,1,A191,A201,Bad
A14,(12.0:15.5],A32,A46,(3913.5:5297.5],A62,A73,(:4.0],A93,A101,2,A122,(34.5:52.0],A143,A152,(:1.5],A174,1,A192,A201,Bad
A11,(21.0:36.0],A32,A40,(3913.5:5297.5],A61,A73,(:4.0],A93,A101,2,A123,(34.5:52.0],A143,A152,(:1.5],A172,1,A191,A201,Bad
A11,(:12.0],A31,A43,(:1186.5],A61,A73,(:4.0],A92,A101,4,A121,(:26.0],A141,A152,(:1.5],A172,1,A191,A201,Bad
A11,(21.0:36.0],A31,A42,(1227.0:3554.0],A63,A72,(:4.0],A93,A101,4,A124,(28.0:34.5],A143,A153,(:1.5],A173,2,A192,A201,Bad
A14,(21.0:36.0],A32,A40,(1227.0:3554.0],A61,A73,(:4.0],A92,A101,3,A121,(:26.0],A143,A151,(:1.5],A173,1,A191,A201,Bad
A12,(21.0:36.0],A32,A40,(1227.0:3554.0],A61,A73,(:4.0],A92,A101,4,A122,(:26.0],A143,A151,(:1.5],A172,1,A192,A201,Bad
A12,(15.5:21.0],A34,A40,(:1186.5],A61,A75,(:4.0],A93,A103,3,A121,(28.0:34.5],A141,A152,(1.5:),A173,1,A191,A201,Bad
A12,(43.5:),A30,A49,(10918.0:),A61,A73,(:4.0],A93,A101,2,A123,(:26.0],A143,A152,(:1.5],A173,1,A192,A201,Bad
A11,(21.0:36.0],A32,A43,(1227.0:3554.0],A61,A71,(:4.0],A93,A101,2,A123,(28.0:34.5],A142,A152,(:1.5],A174,2,A191,A201,Bad
A14,(43.5:),A32,A49,(3913.5:5297.5],A61,A71,(:4.0],A93,A101,2,A123,(28.0:34.5],A141,A151,(:1.5],A174,1,A192,A201,Bad
A13,(:12.0],A31,A49,(:1186.5],A61,A72,(:4.0],A92,A101,1,A121,(:26.0],A143,A152,(:1.5],A171,1,A191,A201,Bad
A11,(21.0:36.0],A33,A49,(1227.0:3554.0],A61,A74,(:4.0],A93,A101,1,A123,(:26.0],A143,A152,(1.5:),A173,1,A192,A201,Bad
A12,(:12.0],A32,A43,(1227.0:3554.0],A61,A72,(:4.0],A92,A101,2,A123,(:26.0],A143,A152,(:1.5],A173,1,A192,A201,Bad
A14,(15.5:21.0],A31,A40,(6193.0:10918.0],A61,A75,(:4.0],A93,A101,4,A124,(34.5:52.0],A141,A152,(1.5:),A174,2,A192,A201,Bad
